<<<<<<< HEAD
filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,label
blues.00000.wav,0.34994322061538696,0.0887596532702446,0.13022463023662567,0.002828888827934861,1784.4204464946633,129789.68923751013,2002.6501916232635,85897.03718876276,3806.4853160373937,901661.9262782969,0.08306639113293343,0.0007667342953635373,-113.59674835205078,121.55729675292969,-19.158824920654297,42.35102844238281,-6.376458168029785,18.61887550354004,-13.697911262512207,15.344630241394043,-12.285266876220703,10.980491638183594,-8.324324607849121,8.8106689453125,-3.667368173599243,5.751690864562988,-5.162762641906738,0.7509479522705078,-1.6919375658035278,-0.4099525809288025,-2.300208568572998,1.219928503036499,blues
blues.00001.wav,0.34098321199417114,0.09498128294944763,0.09591842442750931,0.0023734590504318476,1529.8353159300755,375984.02392212057,2038.6175789692213,213794.46283276743,3548.8202074363876,2976486.368287789,0.056044256724071206,0.0014485033470784323,-207.55679321289062,124.00672149658203,8.930560111999512,35.87468719482422,2.91603684425354,21.523725509643555,-8.554703712463379,23.358671188354492,-10.103616714477539,11.903743743896484,-5.560388088226318,5.376802921295166,-2.2391197681427,4.216963291168213,-6.01227331161499,0.9361093044281006,-0.7165369987487793,0.29387596249580383,-0.28743088245391846,0.5315728187561035,blues
blues.00002.wav,0.3636028468608856,0.08528663218021393,0.17557303607463837,0.002748201135545969,1552.4819582458863,156526.31771468787,1747.1659849613065,76046.70723997138,3040.514947755418,783115.9364037296,0.07630074799245357,0.0010072891555751452,-90.75438690185547,140.45989990234375,-29.109968185424805,31.68901252746582,-13.987035751342773,25.754758834838867,-13.64958667755127,11.629270553588867,-11.78058910369873,9.706442832946777,-13.1231107711792,5.789265155792236,-8.905223846435547,-1.0837198495864868,-9.218358993530273,2.455806016921997,-7.726901054382324,-1.815722942352295,-3.433434247970581,-2.2268214225769043,blues
blues.00003.wav,0.40477898716926575,0.09400897473096848,0.14119118452072144,0.006338794250041246,1070.1199533246056,184498.41834759523,1596.333947762686,166561.56481065875,2185.028454098539,1494250.010769591,0.03330894446594427,0.0004230743810646026,-199.43115234375,150.09921264648438,5.647593021392822,26.87192726135254,1.754461407661438,14.2383451461792,-4.830882549285889,9.297966003417969,-0.7577416300773621,8.149011611938477,-3.1963140964508057,6.087676048278809,-2.4764208793640137,-1.073890209197998,-2.8747775554656982,0.7809770703315735,-3.316932439804077,0.6379817128181458,-0.61968994140625,-3.408233404159546,blues
blues.00004.wav,0.3085901141166687,0.08784988522529602,0.09156321734189987,0.002303641987964511,1835.4946028033319,343350.8420071663,1748.3624480992835,88466.01331545186,3580.945013182082,1572304.494366614,0.1015001421004257,0.001953508818485157,-160.2660369873047,126.19879913330078,-35.60544967651367,22.153301239013672,-32.4892692565918,10.864513397216797,-23.357929229736328,0.5031179785728455,-11.805831909179688,1.206804871559143,-13.083821296691895,-2.8063833713531494,-6.9341230392456055,-7.558618068695068,-9.173553466796875,-4.51216459274292,-5.453537940979004,-0.9241607189178467,-4.409332275390625,-11.703781127929688,blues
blues.00005.wav,0.30234643816947937,0.0875438004732132,0.10346758365631104,0.0039827520959079266,1831.9423675966689,1031258.998557134,1729.483241126701,202028.18545634655,3480.9372845818016,3276524.931914749,0.09403986975135449,0.006237169845177415,-177.86904907226562,118.19690704345703,-17.550674438476562,30.758634567260742,-21.742746353149414,11.903802871704102,-20.7342472076416,3.1805975437164307,-8.583483695983887,-0.9364873170852661,-11.776274681091309,-2.420614242553711,-9.339365005493164,-9.939324378967285,-3.9098920822143555,-5.570623874664307,-1.839023470878601,-2.778420925140381,-3.046865940093994,-8.115808486938477,blues
blues.00006.wav,0.2913080155849457,0.09399585425853729,0.141795814037323,0.008802860975265503,1459.0784827344287,438092.64058806375,1388.9133116502305,185154.84295953013,2795.6164286232583,1622671.8507913006,0.07302790308146284,0.0019095948180740175,-190.14947509765625,130.2969512939453,-36.34413528442383,33.0130500793457,11.106935501098633,-0.6151584386825562,-20.862009048461914,0.27009108662605286,-6.489759922027588,-5.517093181610107,-7.840328216552734,-3.125678300857544,-6.593118190765381,-9.942267417907715,-6.537224292755127,-10.064753532409668,-10.912171363830566,-6.972477912902832,-3.449033260345459,-6.495510101318359,blues
blues.00007.wav,0.30792105197906494,0.09290187060832977,0.13178548216819763,0.005533743649721146,1451.7541466600387,449905.5884152183,1577.3699166309077,168343.16701758036,2955.348796076819,1630056.214819886,0.06143500266060371,0.001850010001473945,-179.3954315185547,136.45924377441406,-26.656362533569336,39.9880256652832,5.289676666259766,10.92442798614502,-20.5618896484375,8.513765335083008,-11.35690975189209,-3.4690768718719482,-8.414555549621582,-6.954826354980469,-3.5445356369018555,-8.051241874694824,-8.959537506103516,-8.424336433410645,-10.558883666992188,-10.78815746307373,-4.693748474121094,-8.638612747192383,blues
blues.00008.wav,0.40903714299201965,0.08652777224779129,0.1424380987882614,0.001507762004621327,1719.2131626636947,163386.40658572462,2031.6438835817446,105612.91204136852,3781.318801549197,1262939.9376232263,0.06402757957623839,0.0007318890633277895,-121.36102294921875,122.51310729980469,-14.742128372192383,46.1434440612793,-8.165332794189453,20.176525115966797,-19.172475814819336,23.05561637878418,-11.8305025100708,21.17700958251953,-6.721190452575684,7.010944843292236,-12.741833686828613,5.066004276275635,-5.175477504730225,-1.4440242052078247,-7.037070274353027,2.697451591491699,3.40980863571167,-2.698352813720703,blues
blues.00009.wav,0.27400922775268555,0.09233314543962479,0.08135201781988144,0.004348332528024912,1817.5163862399386,298293.30398224614,1973.7390701415939,114162.2542880081,3944.451148443547,1367518.0562135843,0.0792153184258901,0.001376557806953003,-213.18080139160156,115.15279388427734,-11.716266632080078,39.02946853637695,-20.35275650024414,13.082405090332031,-9.173481941223145,9.016148567199707,-14.097914695739746,4.2781782150268555,-6.039595127105713,3.78477144241333,0.22566752135753632,-5.113637447357178,-0.41306421160697937,-1.1845371723175049,-1.9207143783569336,-2.293727159500122,2.891265869140625,-4.233204364776611,blues
